Sr No,Date dd/mm/yyyy,Year,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,Investment Type,Amount (in '000)
204,7/13/2018,2018,MEngage,Health and wellness,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Funding,175000
205,7/17/2018,2018,Ofbusiness,Fin-Tech,Online Lending Platform For SME,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,29000000
206,7/17/2018,2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,49700000
207,7/18/2018,2018,The Ken,Consumer Internet,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed Funding,1500000
208,7/19/2018,2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,100000000
209,7/20/2018,2018,HousingMan,Consumer Internet,Property Discovery Platform,Bangalore,N/A,Seed Funding,1500000
210,7/21/2018,2018,PaySense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000000
211,7/23/2018,2018,Yulu Bikes,Technology,Bicycle-Sharing Platform,Bangalore,N/A,Seed Funding,Undisclosed
212,7/23/2018,2018,VTION,Technology,Media Analytics,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Funding,280000
213,7/23/2018,2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Funding,436000
214,7/24/2018,2018,kidovators,Ed-Tech,Skill Learning Platform,Bangalore,Gray Matters,Seed Funding,180000
215,7/24/2018,2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000000
216,7/25/2018,2018,Black Soil,Fin-Tech,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000
217,7/25/2018,2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed Funding,1250000
218,7/25/2018,2018,iqlect,Technology,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed Funding,2500000
219,7/26/2018,2018,Entropik,IT,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed Funding,1100000
220,7/26/2018,2018,Bitla Software,Technology,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Private Equity,Undisclosed
221,7/26/2018,2018,TheCapitalNet,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000
222,7/30/2018,2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000
223,7/30/2018,2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000
224,7/31/2018,2018,Five Star Group,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000
225,7/31/2018,2018,Healthsignz,Health and wellness,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed Funding,5000000
226,01/06/2018,2018,CoinTribe,Fin-Tech,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,10000000
227,04/06/2018,2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bangalore,Aspire Logistics LLC,Seed Funding,125000
228,04/06/2018,2018,Kashmir Box,E-commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed Funding,Undisclosed
229,05/06/2018,2018,Crowdera,Fin-Tech,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed Funding,Undisclosed
230,05/06/2018,2018,Zoctr,Health and wellness,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed Funding,Undisclosed
231,07/06/2018,2018,Annapurna Finance,Fin-Tech,Non-Banking Financial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,23000000
232,07/06/2018,2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,11500000
233,10/06/2018,2018,AyeFinance,Fin-Tech,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,21500000
234,11/06/2018,2018,Theranosis,Health and wellness,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed Funding,Undisclosed
235,12/06/2018,2018,Alpha Capital,Fin-Tech,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800000
236,12/06/2018,2018,eshakti,E-commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,10100000
237,12/06/2018,2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed Funding,3000000
238,6/13/2018,2018,NirogStreet,Health and wellness,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Funding,300000
239,6/13/2018,2018,Nivesh,Fin-Tech,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed Funding,450000
240,6/13/2018,2018,What\\xe2\\x80\\x99s Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed Funding,Undisclosed
241,6/14/2018,2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed Funding,3450000
242,6/14/2018,2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,4800000
243,6/18/2018,2018,Tynor Othontics,Health and wellness,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,21000000
244,6/18/2018,2018,Elucidata,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed Funding,1700000
245,6/19/2018,2018,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed Funding,Undisclosed
246,6/19/2018,2018,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed Funding,1100000
247,6/20/2018,2018,Drip capital,Fin-Tech,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,15000000
248,6/22/2018,2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,9100000
249,6/25/2018,2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,200000000
250,6/25/2018,2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,4000000
251,6/25/2018,2018,Sqqrl,Fin-Tech,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed Funding,1000000
252,6/26/2018,2018,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,8950000
253,6/26/2018,2018,Sigtuple,Health and wellness,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,19000000
254,6/27/2018,2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,4500000
255,6/28/2018,2018,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed Funding,1100000
256,6/28/2018,2018,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Seed Funding,2000000
257,6/29/2018,2018,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva Gunapu & Others,Seed Funding,Undisclosed
258,02/05/2018,2018,OpenTap,Fin-Tech,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Angel Funding,450000
259,02/05/2018,2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,22000000
260,03/05/2018,2018,Disprz,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Angel Funding,2500000
261,07/05/2018,2018,PaisaDukan,Consumer Internet,P2P Lending Platform,Mumbai,N/A,Angel Funding,225000
262,09/05/2018,2018,i3sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Angel Funding,1000000
263,11/05/2018,2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Angel Funding,949000
264,5/14/2018,2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,24000000
265,5/16/2018,2018,mfine,Health and wellness,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,42000000
266,5/21/2018,2018,Rocketium,Technology,Online Video Creation Platform,Bangalore,Blume ventures,Seed Funding,300000
267,5/21/2018,2018,MilkBasket,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,7000000
268,5/22/2018,2018,Vola,Fin-Tech,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed Funding,500000
269,5/22/2018,2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bangalore,LetsVenture,Seed Funding,735000
270,5/23/2018,2018,Edyoo,E-commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Seed Funding,735000
271,5/23/2018,2018,Aashiyaan,Fin-Tech,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Funding,2000000
272,5/24/2018,2018,Smartivity,Ed-Tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed Funding,2000000
273,5/24/2018,2018,Bonphulapl,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed Funding,293000
274,5/27/2018,2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed Funding,12000000
275,5/28/2018,2018,HWell24,Health and wellness,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed Funding,200000
276,5/29/2018,2018,Toffee,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed Funding,1500000
277,5/29/2018,2018,Tonetag,Technology,Mobile Payments Technology Platform,Bangalore,Amazon Inc. and Mastercard,Private Equity,8000000
278,5/30/2018,2018,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,Private Equity,Undisclosed
279,5/30/2018,2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,14000000
280,5/31/2018,2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Funding,1300000
281,02/04/2018,2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,2000000
282,02/04/2018,2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Angel Funding,307600
283,02/04/2018,2018,Benepik,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Angel Funding,Undisclosed
284,02/04/2018,2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bangalore,N/A,Angel Funding,1300000
285,04/04/2018,2018,Varthana,Fin-Tech,Loans and Services To Affordable Private Schools in India,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,55000000
286,05/04/2018,2018,IndigoLearn,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Angel Funding,150000
287,05/04/2018,2018,Vedantu,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,10000000
288,09/04/2018,2018,Kaleidofin,Fin-Tech,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Angel Funding,2800000
289,09/04/2018,2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Angel Funding,1000000
290,09/04/2018,2018,Elemential,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Angel Funding,Undisclosed
291,09/04/2018,2018,Kriger Campus,Ed-Tech,Mobile-Based Education Network,Delhi,N/A,Angel Funding,46140
292,10/04/2018,2018,Loanzen,Fin-Tech,Digital Lending Platform In Logistics,Bangalore,Kae Capital Management,Angel Funding,Undisclosed
293,10/04/2018,2018,TravelTriangle,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,12000000
294,12/04/2018,2018,Letsmd,Health and wellness,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Angel Funding,1000000
295,12/04/2018,2018,AyeFinance,Fin-Tech,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,4600000
296,4/13/2018,2018,mintifi,Fin-Tech,Online Lending Platform,Mumbai,Lok Capital,Angel Funding,2000000
297,4/16/2018,2018,icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Angel Funding,500000
298,4/16/2018,2018,Pregbuddy,Health and wellness,Connected Care App For Pregnant Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Angel Funding,Undisclosed
299,4/18/2018,2018,Coverfox,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,22000000
300,4/19/2018,2018,Lenskart,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,Undisclosed
301,4/19/2018,2018,mamaearth,Health and wellness,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,Undisclosed
302,4/19/2018,2018,Fyle Technologies,Technology,AI Based Expense Management Platform,Bangalore,Pravega Ventures and Beenext,Angel Funding,1100000
303,4/19/2018,2018,True Balance,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,23000000
304,4/22/2018,2018,Visit,Health and wellness,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,Undisclosed
305,4/22/2018,2018,Doxper,Health and wellness,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Angel Funding,1900000
306,4/22/2018,2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,11000000
307,4/23/2018,2018,Mihuru,Fin-Tech,Online Platform Providing Micro Loans For Air Travel,Mumbai,N/A,Angel Funding,150000
308,4/23/2018,2018,Capital Float,Fin-Tech,Online Lending Platform,Bangalore,Amazon,Private Equity,22000000
309,4/25/2018,2018,Trip shelf,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Angel Funding,246000
310,4/26/2018,2018,POPxo,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,5500000
311,4/26/2018,2018,RailYatri,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,Undisclosed
312,4/27/2018,2018,1mg,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,10000000
313,4/29/2018,2018,Rubique,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,Undisclosed
314,4/30/2018,2018,Samco,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,7500000
315,4/30/2018,2018,MyLoanCare,Fin-Tech,B2C Online Loans Marketplace,Gurgaon,SAR Group,Angel Funding,978000
316,01/03/2018,2018,PharmEasy,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,Undisclosed
317,01/03/2018,2018,Buddy4studdy,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,3000000
318,01/03/2018,2018,Urban Ladder,E-commerce,Online Furniture Store,Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,12000000
319,03/03/2018,2018,Kuvera,Consumer Internet,Online Financial Planning,Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Angel Funding,250000
320,04/03/2018,2018,Gramophone,Technology,Agri-tech,Indore,InfoEdge,Angel Funding,1000000
321,05/03/2018,2018,Wellthy,Health and wellness,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,2100000
322,05/03/2018,2018,MedGenome,Health and wellness,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bangalore,"HDFC Life, HDFC Asset Management",Private Equity,10000000
323,05/03/2018,2018,Finova Capital,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,6000000
