ORDERNUMBER,ORDER DATE,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,PRODUCTCODE,CITY,COUNTRY,DEALSIZE
10185,11/18/2015,33,122.37,14,403821,822,Shipped,Classic Cars,S12_3148,New Bedford,USA,Medium
10196,10/3/2016,24,158.63,6,380712,811,Shipped,Classic Cars,S12_3148,New Haven,USA,Medium
10208,9/13/2017,26,120.86,14,314236,775,Shipped,Classic Cars,S12_3148,Lyon,France,Medium
10220,9/13/2017,30,157.12,3,471360,735,Shipped,Classic Cars,S12_3148,Dublin,Ireland,Medium
10230,5/2/2017,43,163.17,1,701631,705,Shipped,Classic Cars,S12_3148,Frankfurt,Germany,Large
10247,5/2/2017,25,175.25,3,438125,655,Shipped,Classic Cars,S12_3148,Espoo,Finland,Medium
10272,9/20/2017,27,158.63,3,428301,580,Shipped,Classic Cars,S12_3148,Allentown,USA,Medium
10282,10/22/2014,27,161.66,6,436482,550,Shipped,Classic Cars,S12_3148,San Rafael,USA,Medium
10293,10/22/2014,24,176.76,9,424224,531,Shipped,Classic Cars,S12_3148,Torino,Italy,Medium
10306,10/22/2014,34,146.55,14,498270,497,Shipped,Classic Cars,S12_3148,Manchester,UK,Medium
10314,10/22/2014,46,138.99,6,639354,490,Shipped,Classic Cars,S12_3148,Aaarhus,Denmark,Medium
10324,10/22/2014,27,54.33,1,146691,477,Shipped,Classic Cars,S12_3148,NYC,USA,Small
10336,3/18/2016,33,123.01,11,405933,463,Shipped,Classic Cars,S12_3148,Paris,France,Medium
10348,2/20/2017,47,102.16,4,480152,483,Shipped,Classic Cars,S12_3148,Madrid,Spain,Medium
10358,2/20/2017,49,55.34,5,271166,445,Shipped,Classic Cars,S12_3148,Madrid,Spain,Small
10372,2/20/2017,40,146.55,4,586200,399,Shipped,Classic Cars,S12_3148,Minato-ku,Japan,Medium
10382,2/20/2017,37,110.05,11,407185,378,Shipped,Classic Cars,S12_3148,San Rafael,USA,Medium
10413,2/20/2017,47,175.25,3,823675,301,Shipped,Classic Cars,S12_3148,Bridgewater,USA,Large
10108,12/28/2016,45,136.23,4,613035,1096,Shipped,Classic Cars,S12_3380,Makati City,Philippines,Medium
10122,12/28/2016,37,99.82,8,369334,1031,Shipped,Classic Cars,S12_3380,Marseille,France,Medium
10135,9/27/2016,48,125.66,5,603168,977,Shipped,Classic Cars,S12_3380,San Rafael,USA,Medium
10147,9/27/2016,31,112.74,5,349494,913,Shipped,Classic Cars,S12_3380,Brickhaven,USA,Medium
10170,9/26/2017,47,116.27,4,546469,854,Shipped,Classic Cars,S12_3380,Graz,Austria,Medium
10181,9/26/2017,28,102.17,12,286076,847,Shipped,Classic Cars,S12_3380,Bergen,Norway,Small
10191,12/5/2015,40,139.75,1,559000,840,Shipped,Classic Cars,S12_3380,Koln,Germany,Medium
10203,12/5/2015,20,112.74,6,225480,829,Shipped,Classic Cars,S12_3380,Madrid,Spain,Small
10212,12/5/2015,39,126.84,16,494676,785,Shipped,Classic Cars,S12_3380,Madrid,Spain,Medium
10225,1/28/2016,25,99.82,7,249550,749,Shipped,Classic Cars,S12_3380,Gensve,Switzerland,Small
10238,1/28/2016,29,109.22,1,316738,704,Shipped,Classic Cars,S12_3380,Kobenhavn,Denmark,Medium
10253,1/28/2016,22,109.22,11,240284,652,Cancelled,Classic Cars,S12_3380,Liverpool,UK,Small
10266,1/28/2016,22,111.57,12,245454,618,Shipped,Classic Cars,S12_3380,Reggio Emilia,Italy,Small
10276,3/25/2017,47,116.27,1,546469,592,Shipped,Classic Cars,S12_3380,Brickhaven,USA,Medium
10287,3/25/2017,45,105.7,10,475650,565,Shipped,Classic Cars,S12_3380,Gensve,Switzerland,Medium
10300,3/25/2017,29,137.4,3,398460,896,Shipped,Classic Cars,S12_3380,Frankfurt,Germany,Medium
10310,3/25/2017,24,129.18,8,310032,520,Shipped,Classic Cars,S12_3380,Koln,Germany,Medium
10320,8/25/2014,35,138.58,1,485030,503,Shipped,Classic Cars,S12_3380,Lule,Sweden,Medium
10329,6/13/2014,46,83.63,13,384698,492,Shipped,Classic Cars,S12_3380,NYC,USA,Medium
10341,6/13/2014,44,95.93,1,422092,484,Shipped,Classic Cars,S12_3380,Salzburg,Austria,Medium
10363,4/9/2016,34,96.73,4,328882,442,Shipped,Classic Cars,S12_3380,Espoo,Finland,Medium
10376,11/9/2017,35,113.92,1,398720,410,Shipped,Classic Cars,S12_3380,Glendale,USA,Medium
10389,5/31/2015,25,72.38,6,180950,387,Shipped,Classic Cars,S12_3380,Boras,Sweden,Small
10419,5/31/2015,10,109.22,11,109220,313,Shipped,Classic Cars,S12_3380,Salzburg,Austria,Small
10105,5/31/2015,29,157.45,14,456605,1140,Shipped,Classic Cars,S12_3891,Kobenhavn,Denmark,Medium
10117,5/11/2017,39,152.26,8,593814,1077,Shipped,Classic Cars,S12_3891,Singapore,Singapore,Medium
10127,6/9/2016,42,193.78,1,813876,1030,Shipped,Classic Cars,S12_3891,NYC,USA,Large
10142,12/19/2015,46,205.89,11,947094,965,Shipped,Classic Cars,S12_3891,San Rafael,USA,Large
10153,12/29/2017,49,143.61,10,703689,915,Shipped,Classic Cars,S12_3891,Madrid,Spain,Large
10165,12/21/2017,27,205.89,2,555903,892,Shipped,Classic Cars,S12_3891,Singapore,Singapore,Medium
10176,5/15/2016,50,157.45,1,787250,878,Shipped,Classic Cars,S12_3891,Reggio Emilia,Italy,Large
10185,12/27/2014,43,183.4,12,788620,871,Shipped,Classic Cars,S12_3891,New Bedford,USA,Large
10196,12/27/2014,38,190.32,4,723216,860,Shipped,Classic Cars,S12_3891,New Haven,USA,Large
10208,12/27/2014,20,155.72,12,311440,824,Shipped,Classic Cars,S12_3891,Lyon,France,Medium
10220,12/27/2014,27,186.86,1,504522,784,Shipped,Classic Cars,S12_3891,Dublin,Ireland,Medium
10231,12/27/2014,49,141.88,1,695212,750,Shipped,Classic Cars,S12_3891,Madrid,Spain,Medium
10247,8/16/2017,27,153.99,1,415773,704,Shipped,Classic Cars,S12_3891,Espoo,Finland,Medium
10272,8/31/2017,39,204.16,1,796224,629,Shipped,Classic Cars,S12_3891,Allentown,USA,Large
10282,1/23/2017,24,157.45,4,377880,599,Shipped,Classic Cars,S12_3891,San Rafael,USA,Medium
10293,1/23/2017,45,183.4,7,825300,580,Shipped,Classic Cars,S12_3891,Torino,Italy,Large
10306,1/23/2017,20,181.67,12,363340,546,Shipped,Classic Cars,S12_3891,Manchester,UK,Medium
10314,1/23/2017,36,192.05,4,691380,539,Shipped,Classic Cars,S12_3891,Aaarhus,Denmark,Medium
10325,6/24/2015,24,107.65,1,258360,526,Shipped,Classic Cars,S12_3891,Stavern,Norway,Small
10336,3/16/2017,49,63.38,1,310562,512,Shipped,Classic Cars,S12_3891,Paris,France,Medium
10349,10/25/2015,26,169.56,10,440856,502,Shipped,Classic Cars,S12_3891,NYC,USA,Medium
10359,9/23/2014,49,62.09,5,304241,489,Shipped,Classic Cars,S12_3891,Reims,France,Medium
10372,9/23/2014,34,174.75,1,594150,448,Shipped,Classic Cars,S12_3891,Minato-ku,Japan,Medium
10382,9/23/2014,34,95.35,12,324190,427,Shipped,Classic Cars,S12_3891,San Rafael,USA,Medium
10396,9/23/2014,33,185.13,3,610929,393,Shipped,Classic Cars,S12_3891,San Rafael,USA,Medium
10413,9/23/2014,22,153.99,1,338778,351,Shipped,Classic Cars,S12_3891,Bridgewater,USA,Medium
10108,9/23/2014,39,89.38,7,348582,1146,Shipped,Classic Cars,S12_3990,Makati City,Philippines,Medium
10122,11/15/2016,32,63.84,11,204288,1081,Shipped,Classic Cars,S12_3990,Marseille,France,Small
10135,9/21/2015,24,75.01,8,180024,1027,Shipped,Classic Cars,S12_3990,San Rafael,USA,Small
10147,6/28/2014,21,63.84,8,134064,963,Shipped,Classic Cars,S12_3990,Brickhaven,USA,Small
10169,8/17/2016,36,63.84,3,229824,904,Shipped,Classic Cars,S12_3990,North Sydney,Australia,Small
10181,8/17/2016,20,81.4,15,162800,897,Shipped,Classic Cars,S12_3990,Bergen,Norway,Small
10191,4/17/2017,30,64.64,4,193920,890,Shipped,Classic Cars,S12_3990,Koln,Germany,Small
10203,3/17/2014,44,82.99,9,365156,879,Shipped,Classic Cars,S12_3990,Madrid,Spain,Medium
10211,3/17/2014,28,92.57,3,259196,836,Shipped,Classic Cars,S12_3990,Paris,France,Small
10225,9/24/2017,37,77.41,10,286417,799,Shipped,Classic Cars,S12_3990,Gensve,Switzerland,Small
10238,9/24/2017,20,74.21,4,148420,754,Shipped,Classic Cars,S12_3990,Kobenhavn,Denmark,Small
10253,12/13/2017,25,90.17,14,225425,702,Cancelled,Classic Cars,S12_3990,Liverpool,UK,Small
10266,12/13/2017,35,76.61,15,268135,668,Shipped,Classic Cars,S12_3990,Reggio Emilia,Italy,Small
10276,3/14/2016,38,83.79,4,318402,642,Shipped,Classic Cars,S12_3990,Brickhaven,USA,Medium
10287,1/29/2015,41,69.43,13,284663,615,Shipped,Classic Cars,S12_3990,Gensve,Switzerland,Small
10300,9/27/2016,22,76.61,6,168542,946,Shipped,Classic Cars,S12_3990,Frankfurt,Germany,Small
10310,10/22/2015,49,81.4,11,398860,570,Shipped,Classic Cars,S12_3990,Koln,Germany,Medium
10320,10/22/2015,38,73.42,4,278996,553,Shipped,Classic Cars,S12_3990,Lule,Sweden,Small
10329,10/22/2015,33,109.32,14,360756,542,Shipped,Classic Cars,S12_3990,NYC,USA,Medium
10341,11/1/2014,36,93.56,10,336816,534,Shipped,Classic Cars,S12_3990,Salzburg,Austria,Medium
10363,11/1/2014,34,81.62,5,277508,492,Shipped,Classic Cars,S12_3990,Espoo,Finland,Small
10377,10/4/2017,24,67.83,5,162792,459,Shipped,Classic Cars,S12_3990,Helsinki,Finland,Small
10389,10/4/2017,36,70.26,7,252936,437,Shipped,Classic Cars,S12_3990,Boras,Sweden,Small
10419,7/27/2014,34,90.17,14,306578,363,Shipped,Classic Cars,S12_3990,Salzburg,Austria,Medium
10104,7/27/2014,41,112.58,9,461578,1201,Shipped,Trucks and Buses,S12_4473,Madrid,Spain,Medium
10115,7/27/2014,46,124.43,5,572378,1139,Shipped,Trucks and Buses,S12_4473,NYC,USA,Medium
10127,7/27/2014,24,106.65,11,255960,1080,Shipped,Trucks and Buses,S12_4473,NYC,USA,Small
10141,9/17/2014,21,101.91,5,214011,1022,Shipped,Trucks and Buses,S12_4473,Espoo,Finland,Small
10151,9/20/2016,24,138.65,3,332760,972,Shipped,Trucks and Buses,S12_4473,Oulu,Finland,Medium
10165,12/1/2014,48,142.2,12,682560,942,Shipped,Trucks and Buses,S12_4473,Singapore,Singapore,Medium
10175,5/16/2014,26,136.28,1,354328,928,Shipped,Trucks and Buses,S12_4473,London,UK,Medium
10184,9/1/2015,37,122.06,6,451622,921,Shipped,Trucks and Buses,S12_4473,Sevilla,Spain,Medium
10195,9/1/2015,49,131.54,6,644546,911,Shipped,Trucks and Buses,S12_4473,White Plains,USA,Medium
10207,6/19/2015,34,99.54,7,338436,898,Shipped,Trucks and Buses,S12_4473,Boston,USA,Medium
10219,8/23/2015,48,101.91,2,489168,836,Shipped,Trucks and Buses,S12_4473,Brisbane,USA,Medium
10229,8/23/2015,36,125.61,1,452196,808,Shipped,Trucks and Buses,S12_4473,San Rafael,USA,Medium
10246,8/23/2015,46,110.21,5,506966,754,Shipped,Trucks and Buses,S12_4473,Madrid,Spain,Medium
10259,8/23/2015,46,142.2,4,654120,714,Shipped,Trucks and Buses,S12_4473,Singapore,Singapore,Medium
10271,9/25/2015,31,97.17,5,301227,680,Shipped,Trucks and Buses,S12_4473,San Rafael,USA,Medium
10281,5/31/2017,41,127.98,1,524718,651,Shipped,Trucks and Buses,S12_4473,Allentown,USA,Medium
10292,8/5/2017,21,105.47,8,221487,632,Shipped,Trucks and Buses,S12_4473,NYC,USA,Small
10305,10/17/2014,38,125.61,5,477318,598,Shipped,Trucks and Buses,S12_4473,Cambridge,USA,Medium
10314,5/29/2014,45,137.46,14,618570,590,Shipped,Trucks and Buses,S12_4473,Aaarhus,Denmark,Medium
10324,12/31/2014,26,58.38,7,151788,577,Shipped,Trucks and Buses,S12_4473,NYC,USA,Small
10336,4/11/2017,38,167.7,3,637260,563,Shipped,Trucks and Buses,S12_4473,Paris,France,Medium
10349,4/11/2017,48,109.02,9,523296,553,Shipped,Trucks and Buses,S12_4473,NYC,USA,Medium
10358,3/2/2015,42,64.16,9,269472,545,Shipped,Trucks and Buses,S12_4473,Madrid,Spain,Small
10371,6/3/2015,49,35.71,4,174979,502,Shipped,Trucks and Buses,S12_4473,San Rafael,USA,Small
10382,9/28/2016,32,66.58,13,213056,478,Shipped,Trucks and Buses,S12_4473,San Rafael,USA,Small
10412,6/3/2017,54,110.21,5,595134,403,Shipped,Trucks and Buses,S12_4473,Madrid,Spain,Medium
10425,9/23/2016,33,142.2,4,469260,376,In Process,Trucks and Buses,S12_4473,Nantes,France,Medium
10108,9/13/2014,36,103.64,3,373104,1197,Shipped,Classic Cars,S12_4675,Makati City,Philippines,Medium
10122,6/7/2017,20,107.1,7,214200,1132,Shipped,Classic Cars,S12_4675,Marseille,France,Small
10135,10/5/2015,29,97.89,4,283881,1078,Shipped,Classic Cars,S12_4675,San Rafael,USA,Small
10147,10/5/2015,33,97.89,4,323037,1014,Shipped,Classic Cars,S12_4675,Brickhaven,USA,Medium
10170,10/5/2015,41,107.1,3,439110,955,Shipped,Classic Cars,S12_4675,Graz,Austria,Medium
10181,10/5/2015,36,124.37,11,447732,948,Shipped,Classic Cars,S12_4675,Bergen,Norway,Medium
10192,6/19/2016,27,131.28,16,354456,941,Shipped,Classic Cars,S12_4675,Nashua,USA,Medium
10203,6/3/2017,47,110.55,5,519585,930,Shipped,Classic Cars,S12_4675,Madrid,Spain,Medium
10212,6/3/2017,33,126.68,15,418044,886,Shipped,Classic Cars,S12_4675,Madrid,Spain,Medium
10225,10/14/2014,21,127.83,6,268443,850,Shipped,Classic Cars,S12_4675,Gensve,Switzerland,Small
10239,10/14/2014,21,93.28,5,195888,802,Shipped,Classic Cars,S12_4675,Oulu,Finland,Small
10253,11/22/2014,41,119.77,10,491057,753,Cancelled,Classic Cars,S12_4675,Liverpool,UK,Medium
10266,10/24/2014,40,111.71,11,446840,719,Shipped,Classic Cars,S12_4675,Reggio Emilia,Italy,Medium
10277,11/30/2017,28,111.71,1,312788,691,Shipped,Classic Cars,S12_4675,Singapore,Singapore,Medium
10287,3/3/2014,23,116.31,9,267513,666,Shipped,Classic Cars,S12_4675,Gensve,Switzerland,Small
10300,12/25/2014,23,122.07,2,280761,997,Shipped,Classic Cars,S12_4675,Frankfurt,Germany,Small
10310,11/23/2016,25,100.19,7,250475,621,Shipped,Classic Cars,S12_4675,Koln,Germany,Small
10321,11/10/2017,24,124.37,15,298488,603,Shipped,Classic Cars,S12_4675,New Bedford,USA,Small
10329,11/10/2017,39,64.74,15,252486,593,Shipped,Classic Cars,S12_4675,NYC,USA,Small
10341,11/10/2017,55,75.2,7,413600,585,Shipped,Classic Cars,S12_4675,Salzburg,Austria,Medium
10363,11/10/2017,46,88.45,6,406870,543,Shipped,Classic Cars,S12_4675,Espoo,Finland,Medium
10377,11/10/2017,50,103.64,1,518200,510,Shipped,Classic Cars,S12_4675,Helsinki,Finland,Medium
10389,11/10/2017,47,111.57,8,524379,488,Shipped,Classic Cars,S12_4675,Boras,Sweden,Medium
10405,11/10/2017,97,93.28,5,904816,447,Shipped,Classic Cars,S12_4675,Strasbourg,France,Large
10419,11/10/2017,32,119.77,10,383264,415,Shipped,Classic Cars,S12_4675,Salzburg,Austria,Medium
10103,6/5/2015,35,112,10,392000,1255,Shipped,Trucks and Buses,S18_1097,Stavern,Norway,Medium
10113,6/5/2015,49,100.34,4,491666,1200,Shipped,Trucks and Buses,S18_1097,San Rafael,USA,Medium
10126,6/5/2015,38,101.5,10,385700,1138,Shipped,Trucks and Buses,S18_1097,Madrid,Spain,Medium
10140,6/5/2015,32,130.67,10,418144,1082,Shipped,Trucks and Buses,S18_1097,Burlingame,USA,Medium
10150,9/14/2014,34,136.5,7,464100,1026,Shipped,Trucks and Buses,S18_1097,Singapore,Singapore,Medium
10164,9/14/2014,36,99.17,8,357012,995,Resolved,Trucks and Buses,S18_1097,Graz,Austria,Medium
10174,9/14/2014,48,93.34,3,448032,980,Shipped,Trucks and Buses,S18_1097,South Brisbane,Australia,Medium
10183,11/12/2017,21,96.84,7,203364,974,Shipped,Trucks and Buses,S18_1097,Philadelphia,USA,Small
10194,6/24/2015,21,93.34,10,196014,963,Shipped,Trucks and Buses,S18_1097,Lyon,France,Small
10206,7/28/2014,34,116.67,5,396678,954,Shipped,Trucks and Buses,S18_1097,Vancouver,Canada,Medium
10215,12/4/2016,46,112,2,515200,900,Shipped,Trucks and Buses,S18_1097,Burbank,USA,Medium
10228,12/4/2016,32,105,1,336000,861,Shipped,Trucks and Buses,S18_1097,Cambridge,USA,Medium
10245,10/12/2017,29,119,8,345100,807,Shipped,Trucks and Buses,S18_1097,New Haven,USA,Medium
10258,12/13/2017,41,133,5,545300,766,Shipped,Trucks and Buses,S18_1097,Minato-ku,Japan,Medium
10270,10/4/2015,43,96.84,8,416412,733,Shipped,Trucks and Buses,S18_1097,Chatswood,Australia,Medium
10280,8/11/2016,24,116.67,1,280008,705,Shipped,Trucks and Buses,S18_1097,Torino,Italy,Small
10291,1/7/2017,41,114.34,10,468794,684,Shipped,Trucks and Buses,S18_1097,Boras,Sweden,Medium
10304,1/7/2017,46,98,5,450800,652,Shipped,Trucks and Buses,S18_1097,Versailles,France,Medium
10312,11/7/2017,32,130.67,2,418144,643,Shipped,Trucks and Buses,S18_1097,San Rafael,USA,Medium
10322,1/8/2016,22,102.32,10,225104,630,Shipped,Trucks and Buses,S18_1097,Nashua,USA,Small
10347,1/8/2016,42,49.6,5,208320,606,Shipped,Trucks and Buses,S18_1097,Melbourne,Australia,Small
10357,5/16/2016,39,98,1,382200,596,Shipped,Trucks and Buses,S18_1097,San Rafael,USA,Medium
10370,5/16/2016,27,144.87,1,391149,556,Shipped,Trucks and Buses,S18_1097,North Sydney,Australia,Medium
10391,11/7/2017,29,85.1,10,246790,508,Shipped,Trucks and Buses,S18_1097,North Sydney,Australia,Small
10411,11/7/2017,27,119,8,321300,456,Shipped,Trucks and Buses,S18_1097,Montreal,Canada,Medium
10424,11/7/2017,54,133,5,718200,427,In Process,Trucks and Buses,S18_1097,Madrid,Spain,Large
10109,5/30/2016,26,168.43,4,437918,1241,Shipped,Classic Cars,S18_1129,Philadelphia,USA,Medium
10122,11/24/2015,34,147.2,2,500480,1183,Shipped,Classic Cars,S18_1129,Marseille,France,Medium
10136,4/29/2016,25,145.79,2,364475,1127,Shipped,Classic Cars,S18_1129,Toulouse,France,Medium
10148,4/29/2016,23,117.48,13,270204,1059,Shipped,Classic Cars,S18_1129,North Sydney,Australia,Small
10161,10/18/2016,28,134.46,12,376488,1024,Shipped,Classic Cars,S18_1129,Aaarhus,Denmark,Medium
10171,10/18/2016,35,128.8,2,450800,1006,Shipped,Classic Cars,S18_1129,Montreal,Canada,Medium
10181,4/7/2014,44,123.14,6,541816,1000,Shipped,Classic Cars,S18_1129,Bergen,Norway,Medium
10192,4/7/2014,22,150.03,11,330066,993,Shipped,Classic Cars,S18_1129,Nashua,USA,Medium
10204,4/7/2014,42,147.2,17,618240,982,Shipped,Classic Cars,S18_1129,NYC,USA,Medium
10212,4/7/2014,29,144.37,10,418673,938,Shipped,Classic Cars,S18_1129,Madrid,Spain,Medium
10225,8/11/2016,32,141.54,1,452928,902,Shipped,Classic Cars,S18_1129,Gensve,Switzerland,Medium
10240,12/16/2014,41,137.29,3,562889,853,Shipped,Classic Cars,S18_1129,Osaka,Japan,Medium
10253,6/3/2017,26,117.48,5,305448,805,Cancelled,Classic Cars,S18_1129,Liverpool,UK,Medium
10266,10/19/2016,21,120.31,6,252651,771,Shipped,Classic Cars,S18_1129,Reggio Emilia,Italy,Small
10278,3/18/2014,34,137.29,6,466786,741,Shipped,Classic Cars,S18_1129,Las Vegas,USA,Medium
10287,2/24/2014,41,158.52,4,649932,718,Shipped,Classic Cars,S18_1129,Gensve,Switzerland,Medium
10301,8/26/2015,37,159.94,8,591778,1048,Shipped,Classic Cars,S18_1129,Oslo,Norway,Medium
10310,8/26/2015,37,168.43,2,623191,673,Shipped,Classic Cars,S18_1129,Koln,Germany,Medium
10321,8/26/2015,41,141.54,10,580314,655,Shipped,Classic Cars,S18_1129,New Bedford,USA,Medium
10331,5/12/2017,46,139.87,6,643402,643,Shipped,Classic Cars,S18_1129,Philadelphia,USA,Medium
10342,2/9/2016,40,161.36,2,645440,637,Shipped,Classic Cars,S18_1129,Melbourne,Australia,Medium
10356,12/25/2014,43,97.6,8,419680,623,Shipped,Classic Cars,S18_1129,Paris,France,Medium
10365,12/25/2014,30,87.06,1,261180,595,Shipped,Classic Cars,S18_1129,New Bedford,USA,Small
10377,12/25/2014,35,168.43,2,589505,563,Shipped,Classic Cars,S18_1129,Helsinki,Finland,Medium
10390,12/6/2017,36,93.77,14,337572,540,Shipped,Classic Cars,S18_1129,San Rafael,USA,Medium
10406,12/6/2017,61,137.29,3,837469,499,Disputed,Classic Cars,S18_1129,Kobenhavn,Denmark,Large
10419,12/6/2017,38,117.48,5,446424,468,Shipped,Classic Cars,S18_1129,Salzburg,Austria,Medium
10102,12/6/2017,39,123.29,2,480831,1327,Shipped,Vintage Cars,S18_1342,NYC,USA,Medium
10125,12/6/2017,32,101.71,1,325472,1197,Shipped,Vintage Cars,S18_1342,Melbourne,Australia,Medium
10139,3/25/2017,31,102.74,7,318494,1142,Shipped,Vintage Cars,S18_1342,Chatswood,Australia,Medium
10149,7/12/2017,50,118.15,4,590750,1085,Shipped,Vintage Cars,S18_1342,Brisbane,USA,Medium
10173,10/31/2017,43,117.12,6,503616,1032,Shipped,Vintage Cars,S18_1342,Bergamo,Italy,Medium
10182,10/31/2016,25,87.33,3,218325,1026,Shipped,Vintage Cars,S18_1342,San Rafael,USA,Small
10193,10/31/2016,28,110.96,7,310688,1018,Shipped,Vintage Cars,S18_1342,Glen Waverly,Australia,Medium
10205,10/31/2016,36,103.77,2,373572,1007,Shipped,Vintage Cars,S18_1342,Madrid,Spain,Medium
10215,10/31/2016,27,89.38,10,241326,951,Shipped,Vintage Cars,S18_1342,Burbank,USA,Small
10227,6/14/2017,25,118.15,3,295375,920,Shipped,Vintage Cars,S18_1342,Lyon,France,Small
10244,9/27/2016,40,117.12,7,468480,863,Shipped,Vintage Cars,S18_1342,Madrid,Spain,Medium
10256,9/9/2017,34,95.55,2,324870,824,Shipped,Vintage Cars,S18_1342,Kobenhavn,Denmark,Medium
10280,9/9/2017,50,104.79,9,523950,755,Shipped,Vintage Cars,S18_1342,Torino,Italy,Medium
10289,5/16/2015,38,120.21,2,456798,739,Shipped,Vintage Cars,S18_1342,Bergen,Norway,Medium
10304,8/10/2015,37,95.55,13,353535,702,Shipped,Vintage Cars,S18_1342,Versailles,France,Medium
10312,8/10/2015,43,89.38,10,384334,693,Shipped,Vintage Cars,S18_1342,San Rafael,USA,Medium
10322,8/10/2015,43,86.3,14,371090,680,Shipped,Vintage Cars,S18_1342,Nashua,USA,Medium
10332,8/10/2015,46,95.13,15,437598,668,Shipped,Vintage Cars,S18_1342,Manchester,UK,Medium
10346,11/2/2014,42,36.11,3,151662,657,Shipped,Vintage Cars,S18_1342,Las Vegas,USA,Small
10356,11/2/2014,50,50.18,9,250900,648,Shipped,Vintage Cars,S18_1342,Paris,France,Small
10369,6/20/2016,44,210.01,8,924044,607,Shipped,Vintage Cars,S18_1342,Brickhaven,USA,Large
10380,6/20/2016,27,93.16,13,251532,581,Shipped,Vintage Cars,S18_1342,Madrid,Spain,Small
10391,6/20/2016,35,158.54,2,554890,560,Shipped,Vintage Cars,S18_1342,North Sydney,Australia,Medium
10422,5/6/2015,51,95.55,2,487305,479,In Process,Vintage Cars,S18_1342,Allentown,USA,Medium
10102,11/14/2015,41,50.14,1,205574,1351,Shipped,Vintage Cars,S18_1367,NYC,USA,Small
10126,6/3/2015,42,54.99,17,230958,1214,Shipped,Vintage Cars,S18_1367,Madrid,Spain,Small
10139,9/27/2016,49,43.13,6,211337,1166,Shipped,Vintage Cars,S18_1367,Chatswood,Australia,Small
10149,12/2/2015,30,58.22,3,174660,1109,Shipped,Vintage Cars,S18_1367,Brisbane,USA,Small
10173,12/2/2015,48,44.21,5,212208,1056,Shipped,Vintage Cars,S18_1367,Bergamo,Italy,Small
10182,12/5/2015,32,54.45,2,174240,1050,Shipped,Vintage Cars,S18_1367,San Rafael,USA,Small
10193,10/19/2014,46,53.37,6,245502,1042,Shipped,Vintage Cars,S18_1367,Glen Waverly,Australia,Small
10205,5/5/2016,48,63.61,1,305328,1031,Shipped,Vintage Cars,S18_1367,Madrid,Spain,Medium
10215,5/5/2016,33,43.13,9,142329,975,Shipped,Vintage Cars,S18_1367,Burbank,USA,Small
10227,5/5/2016,31,48.52,2,150412,944,Shipped,Vintage Cars,S18_1367,Lyon,France,Small
